,tweets,sentiment_analysis
451,Interesting interview of ... relaxed Thanks heartkissing heart And with ! grin,positive
452,Just watched the final series . How is it that was able to pop back and forth as God but ’ t ? W …,positive
453,I ' just watched episode S05 | E07 of !,neutral
454,"11 / 8 Win ' s "" Haunt Sweet Home Giveaway "" from Revolver !! free …",positive
455,Smiling and adorable as always !!smiling face with three heartssmiling face with three hearts… A pity that the interviewer ’ t have a clue about wearysee no evilsmiling impheart,positive
456,He ' s,neutral
457,"You see it too , right ? RIGHT ? sweat smilesmiling imp",neutral
458,Hot as Hell indeed !!firefireheart… regardless of the attire !see no evilblushheart heart,negative
459,"WARNER Satan , ( from ), Lucy a cute little kitten for .…",positive
460,I ' just watched episode S06 | E05 of !,neutral
461,Remember ending ? Big LuciferSeason6 SPOILER 2 of the have stuck out tongue winking eye …,negative
462,I ' just watched episode S06 | E09 of !,neutral
463,"Welling this "" Pierce "" with Cain through the made !",positive
464,video camera Welling this “ Pierce ” with Cain through the made !,positive
465,"Welling & ; Rose Lee Welling GREAT at the "" 2021 Veuve Polo Classic "", and you need to …",positive
466,I ' just watched episode S06 | E09 of !,neutral
467,"video camera Welling & ; Rose Lee Welling GREAT at the “ 2021 Veuve Polo Classic ”, and you need …",positive
468,I ' just watched episode S06 | E08 of !,neutral
469,I ' just watched episode S06 | E04 of !,neutral
470,That be our devil methinks ….smiling impraised hands,negative
471,"I sung of Chaos and Eternal Night , Taught by the ' Muse to venture down The dark descent , and up to reascend …",negative
472,I ' just watched episode S05 | E06 of !,neutral
473,I ’ always be here . Will always be a fan .,positive
474,19 . I ' m learning sign language 20 . will be in child Education & ; Social Work 21 . I would like to …,positive
475,I ' just watched episode S06 | E10 of !,neutral
476,"TEMPLE OF SATAN / BRAZIL - new message , read the image below : satan satanic demon …",neutral
477,"was what I , and that ' s what I got .. them forever together",neutral
478,... simply because I love the complicity of and .. their work grown day by day to make their …,positive
479,"And here ’ s the time lapse of My drawing for day 9 of lucitober2021 ‘ Demon ’ . That can be only one , right ? …",neutral
480,Good morning and a great my and everyone ! Wish you a great weekend ! smiling imp And to make the day even b …,positive
481,"My drawing for day 9 of lucitober2021 ‘ Demon ’ . That can be only one , right ? Beautiful Maze orange heart ( The time lapse is i …",positive
482,I ' just watched episode S06 | E08 of !,neutral
483,Just because ... 666 …,neutral
484,Could anyone ever leave the fandom ? How could you ever stop loving the show .,positive
485,I ' m not going anywhere . This fandom and the show have my life for the better . …,positive
486,9 Demon Poor can never catch a break . ( I ' m a lot of fun with these recent !)…,positive
487,I just had too edit a pic smiling impstuck out tongue closed eyessmiling impstuck out tongue closed eyessmiling imp,positive
488,Watching Series sunglassesok handok hand One of the Best Series I have ever watched heart eyesheart eyes,positive
489,Good morning kissing heartkissing heart Happy weekend …,positive
490,Good Photo by,positive
491,That was and will be ..,neutral
492,"I ' met such creative , nice and fun people that love such a great show . I ' m also not going anywhere …",positive
493,LuciferSeason6 Top 10 Most on via,positive
494,Season 1 on . Story of a Devil and his association with a cop and how solve various …,negative
495,"Still in the fandom ?? You can bet on that - I ' m not going anywhere ! "" Abandon ? Never !""",positive
496,"why this took forever , also ' t leave out my other favorite so there my . Credit …",positive
497,"HEY !! "" Wedding Night Maze !! No Surprise I ' m Crying Again & ; Not Another Cliff Hanger !!"" …",negative
498,"Interesting hearing the edition of the original version . Even with the drastically different , I s …",positive
499,I ' just watched episode S01 | E07 of !,neutral
500,I ' just watched episode S06 | E08 of !,neutral
501,", dessa eu A Little Harmless Stalking de .",positive
502,Few for Remake ! …,neutral
503,"Thank YOU , ! pleadingsmiling imptwo hearts I ' m forever grateful for this show & ; this pray Fell in love with this show …",positive
504,I ' just watched episode S06 | E07 of !,neutral
505,Angelic beauty . Love the lighting in this pic . The of heartsmiling impheart I ' m to share a name with this …,positive
506,There goes my heart again . sobbroken heart This is so beautiful . I ' never get enough of this scene . She just so …,positive
507,I ' just watched episode S06 | E06 of !,neutral
508,Catching up on — what a beautiful scene . Absolutely this . …,positive
509,So natural . Just like breathing . pleading The casual me heart eyes just as much as any other scene with them . Love these …,positive
510,Just a teeny tiny sneak peek of my exorcist ! because it ' s be a hot minute before I ' m ready to publish …,positive
511,( Heavy Rock – ) – Release New Single & ; Video for “ Crucifix ( I Burn For You )” from the album “ …,neutral
512,Love this Gif All of in one Gif heartsheartsheartsheartsheartsheartshearts,positive
513,"studio microphoneblack heartstudio microphone Welcome to Season Two , Episode Two . View the full interview of Actress Producer …",positive
514,Last season of pleading,neutral
515,I ' just watched episode S06 | E10 of !,neutral
516,"studio microphoneblack heartstudio microphone Welcome to Season Two , Episode Two . View the full interview of Actress Producer …",positive
517,"Portrait of Pencil , paper . copyright . . . . …",neutral
518,I ' just watched episode S06 | E10 of !,neutral
519,Here ' s your daily random dose of ! arrow right arrow right Multiverse,neutral
520,", the last season , great finale . Will miss y ' all .",positive
521,I ' just watched episode S06 | E09 of !,neutral
522,I ' just watched episode S06 | E09 of !,neutral
523,"☆""spider The Great open book spider web""☆ infinity HXH1999 HXH2011 …",positive
524,- 3 Is secretly,neutral
525,"Making myself a calendar .. think of the edit I made , to be the cover ? …",neutral
526,"I just watched 6x01 "" Nothing Ever Around Here """,neutral
527,Not going anywhere . Just LOVE the show .,positive
528,I ' just watched episode S06 | E10 - ‘ Til the End of !,neutral
529,I ' just watched episode S06 | E08 of !,neutral
530,"Why should I be going anywhere ??? I love the show , and I love the fandom heart",positive
531,"I have a 3 - day weekend . Can I get through * calculator *, 59 of so I can stop trying …",negative
532,Lucitober2021 Day 8 - ( set of 2 ). during one of the classic . E …,neutral
533,Good night Repost from on Twitter,positive
534,mor3 Something ... something ... innuendo ... throat ... smiling impred heartmag joyjoyjoy,positive
535,I ' just watched episode S06 | E02 of !,neutral
536,I am definitely out here and not going anywhere . smiling impblack heart,positive
537,An other found by our amazing detective ! heartheart Thanks heartheart,positive
538,I ' just watched episode S06 | E07 of !,neutral
539,[ Update ] dog on junyong95 NOIR UP THE SKY …,neutral
540,[ Update ] chipmunk selector on NOIR UP THE SKY …,neutral
541,So true sobbroken heart LuciferSeason6 …,positive
542,[ Update ] hatching chick on k one0418 NOIR UP THE SKY …,neutral
543,[ Update ] wolf on 95 . 2 . 8 NOIR UP THE SKY …,neutral
544,[ Update ] wolf on 95 . 2 . 8 airplane NOIR UP THE SKY …,neutral
545,I am quite disappointed in the ending but I ' m nowhere near even considering leaving . and To …,negative
546,And here I thought God had been retired for quite a while now joy.,positive
547,here to stay ! smiling imp,positive
548,I ' just watched episode S06 | E10 of !,neutral
549,"5b Please , don ' t leave us .",positive
550,He ’ s so cute I ’ m cry pleadingheart,negative
551,God being here on Earth was fun for a hot minute but it ’ s starting to bore me already . I guess I am just tired of a …,negative
552,... and they lived happily ever after ... Thank you for …,positive
553,I ' just watched episode S06 | E01 of !,neutral
554,I ' just watched episode S06 | E05 of !,neutral
555,The ! HUMOR FUNNY middle finger medium dark skin tone & ; ALL & ;…,positive
556,I told you God is Black,positive
557,I love heaven in rofl,positive
558,Is this a crossover episode ?,neutral
559,And the will love purple heart purple heart purple heart purple heart purple heart purple heart purple heart purple heart purple heart purple heart…,positive
560,That special look in his raised handssmiling impblack heart world,positive
561,Still here ! Is it really over ? I ’ m so ! 🥲🥲,neutral
562,Usually I prefer a black tux but then I saw that picture heart eyes,neutral
563,I don ' t go anywhere smiling imp,positive
564,Is anyone else still waiting on their copy of the guide ? I out to them and at that time they sa …,neutral
565,I ' just watched episode S06 | E04 of !,neutral
566,"I ' leave you with this one question to think about regarding this and I dedicate the "" philosophical "" part of this …",negative
567,"Anyway , I digress . I dont think this quote was appropriate . It goes against everything , character and show …",neutral
568,"But still , I can ' t help but think meeting , Father or Cain (nauseated face) there and to help the …",positive
569,I ' m also wondering the emotional / psychological impact for in Hell ... Seeing the man who her …,negative
570,"At least on Earth dont know that so they wont do it , I guess joy. I think on the couch and n …",positive
571,"Is that a fairer better system ? Then , anybody can do whatever on Earth and all will be and forgivable at some po …",positive
572,"It ' s funny & ; all , he ' s got an ( atrocious ) accent and he ' s need a "" little more time "" ( a more sess …",positive
573,Do they deserve redemption when they dont even seem to be trying to atone for it or even feel any bit of remorse …,negative
574,"While eternal damnation may not be it and may be completely pointless and unbelievably cruel , do they ? Does …",negative
575,But also can we discuss the moral / philosophical / ethical of this quote ? Beyond setting as the …,positive
576,"... maybe "" if the Devil can forgive / redeem himself , then anyone can ""? . Less poetic but not canon - eyeswoman shrugging medium skin tone . 10 / 23",negative
577,"( It also that the lost need to be * by * someone when the idea , at the end , is that they need …",negative
578,"I feel like they shouldnt have used this quote . I get that it ' s meant to be positive & ; inspiring , "" redemption for a …",positive
579,He worked at finding his self - worth and forgiving himself for his past . God * never * said He or red …,positive
580,He ' s not evil . ( He evil ). The message I understood from 5B is that both God & ; were at fault . ( God …,positive
581,"My unease with it comes down to "" redemption "". this quote that to be for some …",negative
582,"... the perfect to make him feel unloved , unwanted , unworthy , misunderstood , and not enough ...…",negative
583,"I how up was , the disbelief at seeing the brother , with whom he had to rebuild a …",neutral
584,"But then something me , I ' s initial reaction . The 1st time said those , h …",neutral
585,"THREAD Let ' s talk this : "" If the Devil can be , then anyone can ."" At 1st , when I saw this , I was super e …",negative
586,We love you too !!smiling impsparkling heartsparkling heartsparkling heart Please don ’ t say !praypleading smiling impheart,positive
587,CORRECT AND LINK 1999 to 2012 TO THIS TWEET : CTF007 Activate Infinity LOVE send …,positive
588,Have a nice weekend !,positive
589,This scene from wearyblack heart love sparkles,positive
590,"I came late to the game , but will always be part of any family smiling impsparkling heart No one else !",positive
591,I ’ m here for the long haul !!smiling impheartheartheart… I have no intention to leave !!!blushsmiling impheart I will love forever …,positive
592,I ' just watched episode S05 | E05 of !,neutral
593,I ' just watched episode S06 | E03 of !,neutral
594,please don ' t leave pleadingsmiling impblack heart Also thank you for all the love and passion you ' put into this …,positive
595,I ' just watched episode S06 | E10 of !,neutral
596,I ' just watched episode S06 | E10 of !,neutral
597,I watch for and joy Also I ' m halfway through season 5 . Don ' t spoil .,positive
598,season 5 part 2 release date reportedly on ... giveaway,neutral
599,Demonology - Learn more about in the,neutral
600,i ' been wondering - they us 2 before showing the door where is healing . do these …,neutral
601,I ' just watched episode S06 | E08 of !,neutral
602,Sending love and positive to the amazing today for her surgery and recovery . Heal up soon . W …,positive
603,I ’ m still here,neutral
604,I ' just watched episode S06 | E01 of !,neutral
605,"‘ ’ Back Up , But Is Edged By ‘ ’ On Streaming Chart",neutral
606,I ' just watched episode S05 | E04 of !,neutral
607,I ' just watched episode S05 | E03 of !,neutral
608,"the end of social media / promotion cast / crew / production , and I may take …",neutral
609,Thank YOU for making me cry and laugh for the past 6 .. I ' m rather sad to know that I cannot w …,negative
610,I ’ m here and not going anywhere,neutral
611,"Interact with this tweet if you are still in the fandom , love the show , and ' t going anywhere yet . We n …",positive
612,Hope this ' t a permanent .... Thank you for supporting this wonderful series .,positive
613,I ' just watched episode S06 | E10 of !,neutral
614,in your arms I found my universe dizzy • •,negative
615,Not me really crying cause Dan . .,positive
616,Here we go again !,neutral
617,regarding saying,neutral
618,I ' just watched episode S05 | E16 of !,neutral
619,"Don ’ t worry , will be active again for the movie , right ? Right ?!? sweat smilesmileyclown face",negative
620,"I like to spend every day with one episode , so I do that , it ' s so refreshing re - watching …",positive
621,It actually ' t ... Cause ( except for s5 ) were less enjoyable for me . And the show a bit to …,positive
622,I got sick so I ’ m super late but finally finished this one woman bowing light skin tone …,positive
623,Eleven Mane 04 …,neutral
624,Just finished the last season of and can we please get a Rory and spin - off show ?,positive
625,how it : . how it ' s going : • •,neutral
626,Good evening my and everyone ! Hope you ’ all had a great so far ! And to make the end of the day e …,positive
627,¿ Es ? No te a sobbroken heart . . . Is this a ? Don ' t you dare leave us sobbroken heart …,negative
628,WHAT IF IT ’ S A TRAP ? WHAT IF THEY ANNOUNCE SOMETHING SOON ? ’ S PLAN eyes,negative
629,heartheart We love you too heartheart,positive
630,just how my two favorite men stare at the of their dizzy • …,positive
631,trying to keep our from leaving us triumphwearycry,neutral
632,It ' s been an HONOR to be a fan of this show . Thank YOU for riding the w the fandom .,positive
633,I ' just watched episode S05 | E15 of !,neutral
634,"The , , , Have the wording his name is not written Is14 : 12 How have …",neutral
635,I ’ m not crying sob… Thank you to the amazing cast and crew for a brilliant show ! I ’ m going to miss everyone so much heart…,positive
636,Wish we could have saved for another 10 ! pensivesmiling face with three hearts,positive
637,' s therapy sessions help me more than my own therapist and I will miss all of those 🥲broken heart,positive
638,will always have a special place in my heart red heart,positive
639,17 days to go ! LuciferSeason6,neutral
640,The ! HUMOR FUNNY middle finger medium dark skin tone & ; ALL & ;…,positive
641,I ' just watched episode S06 | E07 of !,neutral
642,"The first chapter of "" I ' t Change a Thing "", the story of ' s life after leaves , is now up on AO3 .…",neutral
643,"Hi , and God is retiring . the job . When his sister him why ... he h …",positive
644,I ' M SO UNWELL hotdrooling facehotdrooling face LuciferSeason6,neutral
645,joyjoyjoy I felt ' t get a small scene after knowing her as s sister .,neutral
646,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
647,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
648,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
649,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
650,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
651,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
652,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
653,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
654,and Top This Top 20 Streaming Chart * 8th 2021 *…,positive
655,How much do you hate from and ? : Yes ! …,negative
656,I ' just watched episode S06 | E06 of !,neutral
657,I just finished the last episode of and when got his I crying happy and then L …,positive
658,Day 8 : … I was taking a little break but did this fast sketchy happy cartoon dancing while blending …,positive
659,up the streaming with and ' ...? lagging far behind .…,negative
660,I ' just watched episode S05 | E14 of !,neutral
661,forever and ever smiling impmetal,positive
662,extremely lucky and to have and play the latest gear that to offer on ‘…,positive
663,I ' just watched episode S06 | E07 of !,neutral
664,"This series finale is giving me big Supernatural of you . Like , I don ’ t hate this ending as much as I ha …",positive
665,Got this amazing book of beautiful hand art by and I love it heart eyes You ' re incredibly talented red heart…,positive
666,Top10 Most on by …,neutral
667,⛧⛧ Cast forth your will !⛧⛧🡆⛧ ROUSE THE DRAGON SERPENTINE PSYCHIC WAKE - UP RITUAL ⛧ illuminati …,neutral
668,Not being the language of ...,neutral
669,""" Hopefully , we will take it on by mid next year ""partying",positive
670,on is such fun . She ' s so good at bad . Finally getting to watch it now on …,positive
671,"Please , I invite you to read this thread . It perfectly what I think of the show and its ending . I …",positive
672,We have a art print kindly by the great & ; a rare promotional …,positive
673,I ' just watched episode S06 | E06 of !,neutral
674,Just Wow LuciferSeason6,positive
675,Truly Amazing LuciferSeason6,positive
676,Really love this LuciferSeason6,positive
677,"L U C I F E R C A S T . , every show needs a little …",neutral
678,NEW The ! HUMOR FUNNY middle finger medium dark skin tone & ; ALL & ;…,positive
679,"I ’ said it before , I ’ say it again - if I ’ d discovered in the early days I ’ d have gone in an …",neutral
680,I ' just watched episode S06 | E04 of !,neutral
681,I ' just watched episode S06 | E03 of !,neutral
682,Possibly the most important thing Dan taught . No . LuciferSeason6 …,negative
683,"Please Stream ,…",positive
684,"Please Stream ,…",positive
685,1x01 Pilot . “ You saved my life because I ' m interesting ?”,positive
686,German as Decker in every episode of,neutral
687,Day 8 : hand over mouth We give him something sweat smile strawberrybananastrawberry lucitober2021 …,positive
688,I ' just watched episode S05 | E13 of !,neutral
689,In their they have closed all the for next …,neutral
690,": ... : Oh no , ' ' in b - flat . : You ' re disappointed .",negative
691,I ' just watched episode S05 | E02 of !,neutral
692,I ' just watched episode S05 | E01 of !,neutral
693,I ' just watched episode S06 | E07 of !,neutral
694,"Dear , I hope you won ' t mind this daily request ... a ALL the from …",positive
695,"6x07 REACTION is now LIVE ! The wedding is here and I have never been happier ... the , the …",negative
696,Old One slightly smiling faceheart Retouch victory hand light skin tone Drishyam2,positive
697,All hail ! devil satan satanic …,negative
698,Tonight ' s is all about what we can I guess call the franchise ! Whether you ' re more familiar wi …,neutral
699,"This year my birthday ’ s decoration was inspired by show and the LUX , all in red heart …",positive
700,is dirty business godfather,negative
701,on : Mo ' Blues - Sun In My Music Only 7 / 7 24 / 24 ! Listen :…,neutral
702,Watching Season 4 now heart,neutral
703,Sketch in class . 1 : sparkles LuciferSeason6,positive
704,I just that the final season of will start on a ( 25th ) in and ....…,neutral
705,"TEMPLE OF SATAN / BRAZIL - new message , read the image below : satan satanic demon …",neutral
706,": In light of what you did for me , you can hug me for four to five . : FORTY FIVE ?!? …",positive
707,stay fit for a serial might be after u ! Read this about like …,positive
708,"Please Stream ,…",positive
709,Good morning heart,positive
710,: Must be hard not being able to laugh : I do have a sense of humor you know : I ’ never …,positive
711,on Read about like …,positive
712,about on B like Mike Read about like …,positive
713,"the best ever , she would know how to help me overcome the sense of emptiness that the end of left me",positive
714,Dont let make you suffer . You can choose to be vulnerable that is what the devil ! Choose wisely !,negative
715,Thanks For buy and First sold in 2 day I ' m so happy :),positive
716,"S6 , 8 . They all seem really insecure all of a sudden . They have each other for crying out loud .",negative
717,I a lot jack o lanternghost Please feel free to to me if you interested in this item blushtwo hearts leviathan …,positive
718,"Why are they worried about "" the end of the world ""? They ' all just meet up in heaven . I don ' t see issue . woman shrugging medium skin tone",positive
719,"Actor - director that , the sequel to , is still on the and will …",neutral
720,pagan satan satanist puppet There is no g …,negative
721,I ' just watched episode S06 | E05 of !,neutral
722,8 : . Me on top this time . rofl lucitober2021,positive
723,editorial …,neutral
724,"Please Stream ,…",positive
725,catch up on then finish . I ' m wide awake now .,neutral
726,"Finally figured out LuciferSeason6 . in Heaven in 5B , and now he ' s in a Hell loop . Leaving ? white check mark…",negative
727,", most of the ' t mind at all ... joyjoyjoy",neutral
728,Joe ' s DEFINITELY right this time !…,positive
729,Very good morning my sweet ... heartkissing heart It ’ s and sunny ... sunnysunny Wish you amazing day ! heartkissing heart I love working a …,positive
730,is hideous ( to what I ). I don ' t know why I thought he would be attractive ? Maybe because Eve is so gorgeous ?,positive
731,Eve is marrying her ex - husband ' s first wife ' s daughter . I like that,positive
732,Fit in the right Outfit . . dapper …,positive
733,"DAD : it shook his soul , and warmed his heart",positive
734,top 10 have you watched ? 1 . 2 . 3 . 4 . maid 5 . 6 .…,positive
735,"Please Stream ,…",positive
736,will begin - production of ' s sequel after he …,neutral
737,I REALLY MISS YOU SO MUCH I REALLY MISS YOU SO MUCH I REALLY MISS YOU SO MUCH I REALLY MISS YOU SO MUCH I REALLY …,negative
738,…,neutral
739,... Which one would you wear today …,neutral
740,I ’ m wondering if this could be the exact moment decided to become one of the ’ s executive …,neutral
741,Added and myself to the Warner,neutral
742,L U C I F E R C A S T . I want them exclamationexclamationexclamation …,positive
743,x supernatural Follow Everyday entertainment entertainment everyday …,positive
744,Great ending to a wonderful series ! LuciferSeason6,positive
745,Good,positive
746,Author by my little devil sister !smiling imp,negative
747,Old One slightly smiling faceheart Retouch victory hand light skin tone Drishyam2,positive
748,What an end ! What a series ! What a plot ! I ’ m grateful for all the hidden and folded hands light skin tone LuciferSeason6 …,positive
749,Rory ' s are cool ! Rory LuciferSeason6,positive
750,"HEY !! "" THAT ' S !! Oh We ' t Have Done That ! Finally !!"" …",neutral
751,Obey me ! Pop up store version A3 jack o lanternghost leviathan …,neutral
752,He visto el S06 | E02 of Baggage de,neutral
753,Just because ... 666 …,neutral
754,That ' s love .,positive
755,I love how ’ t believe in,positive
756,"Finally finished . Great ride , overall . charisma coming out the ass . Good ending but the …",positive
757,Season 6 Review of the Original Series that now .,positive
758,This and Dan seen about take me right out of here . I can ’ t take it pleading,neutral
759,I ' just watched episode S06 | E10 ( ‘ Til the End ) of !,neutral
760,He visto el S06 | E01 Nothing Ever Around Here de,neutral
761,"goes against which community guideline ? Additionally , it was since I had a video …",neutral
762,"It officially my account for no reason , and that ’ s perfectly fine . 100 After the s …",positive
763,I ' just watched episode S01 | E06 of !,neutral
764,"I ' just watched episode S06 | E09 ( , ) of !",neutral
765,I ' been y ’ all of : S06 | E05 of !,neutral
766,I ' just watched episode S01 | E05 of !,neutral
767,whoa !!! a daughter ??? ??? S06E03,neutral
768,I ' just watched episode S06 | E01 of !,neutral
769,I ' always love ' s . They ' re gorgeous . I love that you their flight here . Absolutely …,positive
770,I can hear this sketch . This is gorgeous ! You can feel his urgency and everything he ' s feeling here . BEAUTIFUL ! pleadingsmiling imp…,positive
771,"I ' just watched episode S06 | E08 ( Save the Devil , Save the World ) of !",positive
772,I ' been y ’ all of : S06 | E04 of !,neutral
773,Yet another of my favorite . I ' m a sucker for the forehead touch . pleading And you really the …,negative
774,can you tell which is my ? laughingheart eyessmiling impfireblack heart,neutral
775,She ' s just so carefree here ! It ' s so beautiful to see Decker just let loose and BE . heart eyessmiling face with three hearts I love her . heartheart…,positive
776,Fixing his jacket & ; cuff links in every situation and in every location just me - heart eyesheart eyesfirefire Bless this thread . This …,positive
777,This to be one of my favorite between the two of them . It ' s so sincere & ; me in all the . pleading…,positive
778,"The exasperation . joyjoy And since every language , he exactly what she ' s saying . God , I love these …",positive
779,"They ' re Back , ' t They ?, S03 | E01 , de !",neutral
780,This is just beautiful . SO intimate . So INCREDIBLE . If they could melt into one another they ' d be completely …,positive
781,He just completely into her ! pleading . Feeling totally fine in the ' feeling - totally - fine ' room . sobweary This is so b …,positive
782,"lucitober2021 Day 7 - Feather . Like , I will never get tired of seeing his smiling face with three hearts- S6E3 . a …",positive
783,I ' just watched episode S06 | E07 ( My Best Fiend ' s Wedding ) of !,positive
784,"Latest personal piece "" The Morning Star "" Took over 12 to make absolutely delighted with how it came out and t …",positive
785,I ' been y ’ all of : S06 | E03 of !,neutral
786,"I ' just watched episode S06 | E09 - , of !",neutral
787,They tried to slip in God “ the black man ” to retire joy so the white man can now be God,positive
788,camera flash | on : Throwback OnSet,neutral
789,"( Q the winged serpent 1982 movie is satan ) = = satan , = mi …",neutral
790,Here ' s your daily random dose of ! arrow right arrow right Multiverse,neutral
791,Have a good night and sweet smiling impsmiling imp,positive
792,"Sympathy for the Goddess , S02 | E17 , de !",positive
793,joyjoyjoy if the fandom prior to 9 / 10 was a gif joy,positive
794,She is a truly !! star struck LUX,positive
795,These were surprisingly easy !,positive
796,I ' just watched episode S06 | E04 of !,neutral
797,I ' just watched episode S06 | E06 of !,neutral
798,I ' just watched episode S06 | E08 of !,neutral
799,Good night,positive
800,I ' just watched episode S06 | E07 of !,neutral
801,What did the dentist say to the devil ? The power of crest you ! dad aside … these little will …,negative
802,I ' just watched episode S04 | E10 of !,neutral
803,Season 6 of is so fair weird to exist . Though I haven ' t finished episode 1 yet .,positive
804,I am finally marked white check mark safe from .,positive
805,"Look what today , girl88 !! heart eyes heart eyes",neutral
806,I was and to sing a heart song together in this episode …,neutral
807,I ' just watched episode S06 | E09 of !,neutral
808,The Real Truth about religion,positive
809,[ Update ] rabbit on m . . 3 NOIR UP THE SKY …,neutral
810,[ Update ] rabbit on m . . 3 NOIR UP THE SKY …,neutral
811,I ' just watched episode S06 | E05 of !,neutral
812,Yes my latest celebrity crush ! heart eyestwo heartsstar struck,positive
813,Excuse me while I out .joynerd face,positive
814,I believe ’ s got inspired by this episode joy.,positive
815,I ' just watched episode S04 | E09 of !,neutral
816,"There are many out there about … So let me set the record straight . First off , is MO …",positive
817,I ' just watched episode S06 | E06 of !,neutral
818,Demonology - The History of hell satan mythology demonology The Demonic History of …,negative
819,"movie camera release their new single & ; video for ‘ Crucifix ( I Burn for You )’. Taken from their , …",neutral
820,I ' just watched episode S04 | E08 of !,neutral
821,I wonder if the devil ever looking to buy a Soul . smiling imp satan,negative
822,is extremely rough when you had to wait of before seeing again .,neutral
823,"I wonder if I ' ever not be sad when I think of , or if I ' ever be able to watch s6 ever again . I truly hope so .",positive
824,"Dear , I hope you won ' t mind this daily request ... a ALL the from …",positive
825,I ' just watched episode S06 | E09 of !,neutral
826,"Please Stream ,…",positive
827,…,neutral
828,"Please Stream ,…",positive
829,…,neutral
830,"Please Stream ,…",positive
831,"Please Stream ,…",positive
832,"Please Stream ,…",positive
833,editorial …,neutral
834,"Please Stream ,…",positive
835,"Please Stream ,…",positive
836,"Please Stream ,…",positive
837,"Please Stream ,…",positive
838,"Please Stream ,…",positive
839,"Please Stream ,…",positive
840,"Please Stream ,…",positive
841,Please Stream …,positive
842,"Please Stream ,…",positive
843,"Please Stream ,…",positive
844,"Please Stream ,…",positive
845,"Please Stream ,…",positive
846,"Please Stream ,…",positive
847,"Please Stream ,…",positive
848,"Please Stream ,…",positive
849,"Please Stream ,…",positive
850,"Please Stream ,…",positive
851,"Please Stream ,…",positive
852,"Please Stream ,…",positive
853,"Please Stream ,…",positive
854,"Please Stream ,…",positive
855,"Please Stream ,…",positive
856,"Please Stream ,…",positive
857,"Please Stream ,…",positive
858,Please Stream …,positive
859,"Please Stream ,…",positive
860,"Please Stream ,…",positive
861,"Please Stream ,…",positive
862,"Please Stream ,…",positive
863,"Please Stream ,…",positive
864,"Please Stream ,…",positive
865,Please Stream …,positive
866,"Please Stream ,…",positive
867,Please Stream …,positive
868,"Please Stream ,…",positive
869,Please Stream …,positive
870,"Please Stream ,…",positive
871,"Please Stream ,…",positive
872,"Please Stream , Dark ,…",positive
873,"Please Stream , Dark ,…",positive
874,"Please Stream , Dark ,…",positive
875,"Please Stream , Dark ,…",positive
876,"Please Stream , Dark ,…",positive
877,Please Stream …,positive
878,"Please Stream , Dark ,…",positive
879,"Please Stream ,…",positive
880,"Please Stream ,…",positive
881,"Please Stream ,…",positive
882,"Please Stream ,…",positive
883,"Please Stream ,…",positive
884,"Please Stream ,…",positive
885,"12 I don ' t even want to imagine it . The more time , the more I think th …",positive
886,: let ' s play a love game - if is awake but i want to tweet my devil & ; 3,negative
887,is just . Hot Guy with daddy .,neutral
888,Angel ? Devil ? Goddess ? She ' s always beautiful !! …,negative
889,"why do you think is all about , I love that season because I saw a son who h …",positive
890,I ' just watched episode S05 | E06 of !,neutral
891,Finished & ; like I ' m going to have to catch up on,positive
892,Hey ! We need your help with our event calendar ! Reply with your below or send us a chat on our …,positive
893,was doing so good ; what ’ s with all this singing,positive
894,Those powerful black heartsmiling impblack heart,positive
895,My choice,neutral
896,red heart Hi smiling impsmiling impsmiling imp I miss you !sobsobsob LuciferSeason6 …,positive
897,Well … sometimes it ’ s really difficult to say see no evil,negative
898,Some are tough but in a black tux and devil is a no - brainer ! …,negative
899,Well that ending was disappointing . imprage,negative
900,"Hello team , please invite the of & ; Joe ? We would love …",positive
901,"HARD . but i did it , probably mi mind the second I post it . firekissing closed eyessmiling imp what do you think …",negative
902,Late to the fandom … but Maze,neutral
903,", would prefer to take the lead from Dan and answer "" YES , AND "" to all these , but if …",positive
904,Hello and a good evening to my and everyone ! Hope you ‘ had a good ! And to make the evening eve …,positive
905,Amazing how much writing I get done when I ' m not spending all day on Twitter joy,positive
906,The prank episode of was quite fun .,positive
907,"18 days until we can see LuciferSeason6 in ! smiling imp And yes , I would love to see a …",positive
908,"The robe , his messy hair , his beard HE JUST hotfirehot LuciferSeason6",negative
909,I ' m on a daily quest / for from the …,neutral
910,Forehead kiss .kissing heartsmiling face with three heartssmiling face with three hearts For our ’ s community get free or …,positive
911,I ' been y ’ all of : S06 | E02 of !,neutral
912,bourg But it is part of a premise that I do not consider correct .…,neutral
913,"6x06 "" A Lot Than That "" ★★★★★★★☆☆☆",neutral
914,Day 6 : Feather “ Take me home ”fire feather lucitober2021 Maze,neutral
915,I ’ see you soon … without the lettuce of course joyleafy greenssmiling imp …,neutral
